CheckingAccount,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,YearsEmployed,InstallmentRate,PersonalStatus,OtherDebtors,ResidentSince,Property,Age,OtherPlans,Housing,NumCreditsAtBank,Job,Dependents,Telephone,Foreign,Approve
none,10.0,ok_til_now,car_used,2901.0,unknown,<1,1.0,female,none,4.0,real_estate,31.0,none,rent,1.0,skilled,1.0,no,yes,good
<200,12.0,critical,furniture,3617.0,<100,>=7,1.0,male_single,none,4.0,car,28.0,none,rent,3.0,skilled,1.0,yes,yes,good
none,12.0,critical,television,1655.0,<100,>=7,2.0,male_single,none,4.0,real_estate,63.0,none,own,2.0,unskilled,1.0,yes,yes,good
<0,24.0,ok_til_now,car_used,2812.0,unknown,>=7,2.0,female,none,4.0,real_estate,26.0,none,rent,1.0,skilled,1.0,no,yes,good
<0,36.0,critical,education,8065.0,<100,<4,3.0,female,none,2.0,unknown,25.0,none,own,2.0,management,1.0,yes,yes,bad
none,21.0,critical,car_used,3275.0,<100,>=7,1.0,male_single,none,4.0,car,36.0,none,own,1.0,management,1.0,yes,yes,good
none,24.0,critical,television,2223.0,<500,>=7,4.0,male_single,none,4.0,savings,52.0,bank,own,2.0,skilled,1.0,no,yes,good
>=200,12.0,critical,car_new,1480.0,<1000,unemployed,2.0,male_single,none,4.0,unknown,66.0,bank,free,3.0,unemployed,1.0,no,yes,good
<0,24.0,ok_til_now,car_new,1371.0,unknown,<4,4.0,female,none,4.0,real_estate,25.0,none,rent,1.0,skilled,1.0,no,yes,bad
none,36.0,critical,car_new,3535.0,<100,<7,4.0,male_single,none,4.0,car,37.0,none,own,2.0,skilled,1.0,yes,yes,good
<0,18.0,ok_til_now,television,3509.0,<100,<7,4.0,female,guarantor,1.0,real_estate,25.0,none,own,1.0,skilled,1.0,no,yes,good
none,36.0,critical,car_used,5711.0,>=1000,>=7,4.0,male_single,none,2.0,car,38.0,none,own,2.0,management,1.0,yes,yes,good
<200,18.0,ok_til_now,repairs,3872.0,<100,unemployed,2.0,female,none,4.0,car,67.0,none,own,1.0,skilled,1.0,yes,yes,good
<200,39.0,critical,television,4933.0,<100,<7,2.0,male_single,guarantor,2.0,real_estate,25.0,none,own,2.0,skilled,1.0,no,yes,bad
none,24.0,critical,car_new,1940.0,>=1000,>=7,4.0,male_single,none,4.0,real_estate,60.0,none,own,1.0,skilled,1.0,yes,yes,good
<200,12.0,ok,retraining,1410.0,<100,<4,2.0,male_single,none,2.0,real_estate,31.0,none,own,1.0,unskilled,1.0,yes,yes,good
<200,12.0,ok_til_now,car_new,836.0,<500,<1,4.0,female,none,2.0,savings,23.0,bank,own,1.0,unskilled,1.0,no,yes,bad
<200,20.0,ok_til_now,car_used,6468.0,unknown,unemployed,1.0,male_divorced,none,4.0,real_estate,60.0,none,own,1.0,management,1.0,yes,yes,good
<200,18.0,ok_til_now,business,1941.0,>=1000,<4,4.0,male_single,none,2.0,savings,35.0,none,own,1.0,unskilled,1.0,yes,yes,good
none,22.0,ok_til_now,television,2675.0,<1000,>=7,3.0,male_single,none,4.0,car,40.0,none,own,1.0,skilled,1.0,no,yes,good
none,48.0,critical,car_used,2751.0,unknown,>=7,4.0,male_single,none,3.0,car,38.0,none,own,2.0,skilled,2.0,yes,yes,good
<200,48.0,past_delays,education,6224.0,<100,>=7,4.0,male_single,none,4.0,unknown,50.0,none,free,1.0,skilled,1.0,no,yes,bad
<0,40.0,critical,education,5998.0,<100,<4,4.0,male_single,none,3.0,unknown,27.0,bank,own,1.0,skilled,1.0,yes,yes,bad
<200,21.0,ok_til_now,business,1188.0,<100,>=7,2.0,female,none,4.0,savings,39.0,none,own,1.0,skilled,2.0,no,yes,bad
none,24.0,ok_til_now,car_used,6313.0,unknown,>=7,3.0,male_single,none,4.0,car,41.0,none,own,1.0,management,2.0,yes,yes,good
none,6.0,critical,furniture,1221.0,unknown,<4,1.0,male_married,none,2.0,savings,27.0,none,own,2.0,skilled,1.0,no,yes,good
>=200,24.0,ok_til_now,furniture,2892.0,<100,>=7,3.0,male_divorced,none,4.0,unknown,51.0,none,free,1.0,skilled,1.0,no,yes,good
none,24.0,ok_til_now,furniture,3062.0,<1000,>=7,4.0,male_single,none,3.0,unknown,32.0,none,rent,1.0,skilled,1.0,yes,yes,good
none,9.0,ok_til_now,furniture,2301.0,<500,<1,2.0,female,none,4.0,savings,22.0,none,rent,1.0,skilled,1.0,no,yes,good
<0,18.0,ok_til_now,car_used,7511.0,unknown,>=7,1.0,male_single,none,4.0,savings,51.0,none,free,1.0,skilled,2.0,yes,yes,bad
none,12.0,critical,furniture,1258.0,<100,<1,2.0,female,none,4.0,savings,22.0,none,rent,2.0,unskilled,1.0,no,yes,good
none,24.0,past_delays,car_new,717.0,unknown,>=7,4.0,male_married,none,4.0,car,54.0,none,own,2.0,skilled,1.0,yes,yes,good
<200,9.0,ok_til_now,car_new,1549.0,unknown,<1,4.0,male_single,none,2.0,real_estate,35.0,none,own,1.0,unemployed,1.0,no,yes,good
none,24.0,critical,education,1597.0,<100,>=7,4.0,male_single,none,4.0,unknown,54.0,none,free,2.0,skilled,2.0,no,yes,good
<200,18.0,critical,television,1795.0,<100,>=7,3.0,female,guarantor,4.0,real_estate,48.0,bank,rent,2.0,unskilled,1.0,yes,yes,good
<0,20.0,critical,furniture,4272.0,<100,>=7,1.0,female,none,4.0,savings,24.0,none,own,2.0,skilled,1.0,no,yes,good
none,12.0,critical,television,976.0,unknown,>=7,4.0,male_single,none,4.0,car,35.0,none,own,2.0,skilled,1.0,no,yes,good
<200,12.0,ok_til_now,car_new,7472.0,unknown,unemployed,1.0,female,none,2.0,real_estate,24.0,none,rent,1.0,unemployed,1.0,no,yes,good
<0,36.0,ok_til_now,car_new,9271.0,<100,<7,2.0,male_single,none,1.0,car,24.0,none,own,1.0,skilled,1.0,yes,yes,bad
<200,6.0,ok_til_now,television,590.0,<100,<1,3.0,male_married,none,3.0,real_estate,26.0,none,own,1.0,unskilled,1.0,no,no,good
none,12.0,critical,television,930.0,unknown,>=7,4.0,male_single,none,4.0,real_estate,65.0,none,own,4.0,skilled,1.0,no,yes,good
<200,42.0,ok_at_this_bank,car_used,9283.0,<100,unemployed,1.0,male_single,none,2.0,unknown,55.0,bank,free,1.0,management,1.0,yes,yes,good
<200,15.0,ok,car_new,1778.0,<100,<1,2.0,female,none,1.0,real_estate,26.0,none,rent,2.0,unemployed,1.0,no,yes,bad
<200,8.0,ok_til_now,business,907.0,<100,<1,3.0,male_married,none,2.0,real_estate,26.0,none,own,1.0,skilled,1.0,yes,yes,good
<200,6.0,ok_til_now,television,484.0,<100,<7,3.0,male_married,guarantor,3.0,real_estate,28.0,bank,own,1.0,unskilled,1.0,no,yes,good
<0,36.0,critical,car_used,9629.0,<100,<7,4.0,male_single,none,4.0,car,24.0,none,own,2.0,skilled,1.0,yes,yes,bad
<0,48.0,ok_til_now,appliances,3051.0,<100,<4,3.0,male_single,none,4.0,car,54.0,none,own,1.0,skilled,1.0,no,yes,bad
<0,48.0,ok_til_now,car_new,3931.0,<100,<7,4.0,male_single,none,4.0,unknown,46.0,none,free,1.0,skilled,2.0,no,yes,bad
<200,36.0,past_delays,car_new,7432.0,<100,<4,2.0,female,none,2.0,savings,54.0,none,rent,1.0,skilled,1.0,no,yes,good
none,6.0,ok_til_now,appliances,1338.0,<1000,<4,1.0,male_divorced,none,4.0,real_estate,62.0,none,own,1.0,skilled,1.0,no,yes,good
none,6.0,critical,television,1554.0,<100,<7,1.0,female,none,2.0,car,24.0,none,rent,2.0,skilled,1.0,yes,yes,good
<0,36.0,ok_til_now,others,15857.0,<100,unemployed,2.0,male_divorced,co,3.0,car,43.0,none,own,1.0,management,1.0,no,yes,good
<0,18.0,ok_til_now,television,1345.0,<100,<4,4.0,male_married,none,3.0,real_estate,26.0,bank,own,1.0,skilled,1.0,no,yes,bad
none,12.0,ok_til_now,car_new,1101.0,<100,<4,3.0,male_married,none,2.0,real_estate,27.0,none,own,2.0,skilled,1.0,yes,yes,good
>=200,12.0,ok_til_now,television,3016.0,<100,<4,3.0,male_married,none,1.0,car,24.0,none,own,1.0,skilled,1.0,no,yes,good
<0,36.0,ok_til_now,furniture,2712.0,<100,>=7,2.0,male_single,none,2.0,savings,41.0,bank,own,1.0,skilled,2.0,no,yes,bad
<0,8.0,critical,car_new,731.0,<100,>=7,4.0,male_single,none,4.0,real_estate,47.0,none,own,2.0,unskilled,1.0,no,yes,good
none,18.0,critical,furniture,3780.0,<100,<1,3.0,male_divorced,none,2.0,car,35.0,none,own,2.0,management,1.0,yes,yes,good
<0,21.0,critical,car_new,1602.0,<100,>=7,4.0,male_married,none,3.0,car,30.0,none,own,2.0,skilled,1.0,yes,yes,good
<0,18.0,critical,car_new,3966.0,<100,>=7,1.0,female,none,4.0,real_estate,33.0,bank,rent,3.0,skilled,1.0,yes,yes,bad
none,18.0,ok,business,4165.0,<100,<4,2.0,male_single,none,2.0,car,36.0,stores,own,2.0,skilled,2.0,no,yes,bad
<0,36.0,ok_til_now,car_used,8335.0,unknown,>=7,3.0,male_single,none,4.0,unknown,47.0,none,free,1.0,skilled,1.0,no,yes,bad
<200,48.0,past_delays,business,6681.0,unknown,<4,4.0,male_single,none,4.0,unknown,38.0,none,free,1.0,skilled,2.0,yes,yes,good
none,24.0,past_delays,business,2375.0,<1000,<4,4.0,male_single,none,2.0,car,44.0,none,own,2.0,skilled,2.0,yes,yes,good
<0,18.0,ok_til_now,car_new,1216.0,<100,<1,4.0,female,none,3.0,car,23.0,none,rent,1.0,skilled,1.0,yes,yes,bad
<0,45.0,ok,business,11816.0,<100,>=7,2.0,male_single,none,4.0,car,29.0,none,rent,2.0,skilled,1.0,no,yes,bad
<200,24.0,ok_til_now,television,5084.0,unknown,>=7,2.0,female,none,4.0,car,42.0,none,own,1.0,skilled,1.0,yes,yes,good
>=200,15.0,ok_til_now,television,2327.0,<100,<1,2.0,female,none,3.0,real_estate,25.0,none,own,1.0,unskilled,1.0,no,yes,bad
<0,12.0,ok,car_new,1082.0,<100,<4,4.0,male_single,none,4.0,car,48.0,bank,own,2.0,skilled,1.0,no,yes,bad
none,12.0,ok_til_now,television,886.0,unknown,<4,4.0,female,none,2.0,car,21.0,none,own,1.0,skilled,1.0,no,yes,good
none,4.0,ok_til_now,furniture,601.0,<100,<1,1.0,female,none,3.0,real_estate,23.0,none,rent,1.0,unskilled,2.0,no,yes,good
<0,24.0,critical,car_used,2957.0,<100,>=7,4.0,male_single,none,4.0,savings,63.0,none,own,2.0,skilled,1.0,yes,yes,good
none,24.0,critical,television,2611.0,<100,>=7,4.0,male_married,co,3.0,real_estate,46.0,none,own,2.0,skilled,1.0,no,yes,good
<0,36.0,ok_til_now,furniture,5179.0,<100,<7,4.0,male_single,none,2.0,savings,29.0,none,own,1.0,skilled,1.0,no,yes,bad
none,21.0,past_delays,car_used,2993.0,<100,<4,3.0,male_single,none,2.0,real_estate,28.0,stores,own,2.0,unskilled,1.0,no,yes,good
none,18.0,ok_til_now,repairs,1943.0,<100,<1,4.0,female,none,4.0,real_estate,23.0,none,own,1.0,skilled,1.0,no,yes,bad
none,24.0,ok_at_this_bank,business,1559.0,<100,<7,4.0,male_single,none,4.0,car,50.0,bank,own,1.0,skilled,1.0,yes,yes,good
none,18.0,ok_til_now,furniture,3422.0,<100,>=7,4.0,male_single,none,4.0,savings,47.0,bank,own,3.0,skilled,2.0,yes,yes,good
<200,21.0,ok_til_now,furniture,3976.0,unknown,<7,2.0,male_single,none,3.0,car,35.0,none,own,1.0,skilled,1.0,yes,yes,good
none,18.0,ok_til_now,car_new,6761.0,unknown,<4,2.0,male_single,none,4.0,car,68.0,none,rent,2.0,skilled,1.0,no,yes,bad
none,24.0,ok_til_now,car_new,1249.0,<100,<1,4.0,male_married,none,2.0,real_estate,28.0,none,own,1.0,skilled,1.0,no,yes,good
<0,9.0,ok_til_now,television,1364.0,<100,<7,3.0,male_single,none,4.0,real_estate,59.0,none,own,1.0,skilled,1.0,no,yes,good
<0,12.0,ok_til_now,television,709.0,<100,>=7,4.0,male_single,none,4.0,real_estate,57.0,stores,own,1.0,unskilled,1.0,no,yes,bad
<0,20.0,critical,car_new,2235.0,<100,<4,4.0,male_married,guarantor,2.0,savings,33.0,bank,rent,2.0,skilled,1.0,no,no,bad
none,24.0,critical,car_used,4042.0,unknown,<7,3.0,male_single,none,4.0,savings,43.0,none,own,2.0,skilled,1.0,yes,yes,good
none,15.0,critical,television,1471.0,<100,<4,4.0,male_single,none,4.0,unknown,35.0,none,free,2.0,skilled,1.0,yes,yes,good
<0,18.0,ok_at_this_bank,car_new,1442.0,<100,<7,4.0,male_single,none,4.0,unknown,32.0,none,free,2.0,unskilled,2.0,no,yes,bad
none,36.0,past_delays,car_new,10875.0,<100,>=7,2.0,male_single,none,2.0,car,45.0,none,own,2.0,skilled,2.0,yes,yes,good
none,24.0,ok_til_now,car_new,1474.0,<500,<1,4.0,male_married,none,3.0,real_estate,33.0,none,own,1.0,skilled,1.0,yes,yes,good
none,10.0,ok_til_now,retraining,894.0,unknown,<7,4.0,female,none,3.0,savings,40.0,none,own,1.0,skilled,1.0,yes,yes,good
none,15.0,critical,furniture,3343.0,<100,<4,4.0,male_single,none,2.0,unknown,28.0,none,free,1.0,skilled,1.0,yes,yes,good
<0,15.0,ok_til_now,car_new,3959.0,<100,<4,3.0,female,none,2.0,savings,29.0,none,own,1.0,skilled,1.0,yes,yes,bad
none,9.0,ok_til_now,car_new,3577.0,<500,<4,1.0,male_single,guarantor,2.0,real_estate,26.0,none,rent,1.0,skilled,2.0,no,no,good
none,24.0,critical,car_used,5804.0,>=1000,<4,4.0,male_single,none,2.0,real_estate,27.0,none,own,2.0,skilled,1.0,no,yes,good
none,18.0,past_delays,business,2169.0,<100,<4,4.0,male_married,none,2.0,car,28.0,none,own,1.0,skilled,1.0,yes,yes,bad
<0,24.0,ok_til_now,television,2439.0,<100,<1,4.0,female,none,4.0,real_estate,35.0,none,own,1.0,skilled,1.0,yes,yes,bad
none,27.0,critical,furniture,4526.0,>=1000,<1,4.0,male_single,none,2.0,real_estate,32.0,stores,own,2.0,unskilled,2.0,yes,yes,good
none,10.0,ok_til_now,furniture,2210.0,<100,<4,2.0,male_single,none,2.0,real_estate,25.0,bank,rent,1.0,unskilled,1.0,no,yes,bad
none,15.0,ok_til_now,furniture,2221.0,<1000,<4,2.0,female,none,4.0,car,20.0,none,rent,1.0,skilled,1.0,no,yes,good
<0,18.0,ok_til_now,television,2389.0,<100,<1,4.0,female,none,1.0,car,27.0,stores,own,1.0,skilled,1.0,no,yes,good
none,12.0,critical,furniture,3331.0,<100,>=7,2.0,male_single,none,4.0,savings,42.0,stores,own,1.0,skilled,1.0,no,yes,good
none,36.0,ok_til_now,business,7409.0,unknown,>=7,3.0,male_single,none,2.0,savings,37.0,none,own,2.0,skilled,1.0,no,yes,good
<0,12.0,ok_til_now,furniture,652.0,<100,>=7,4.0,female,none,4.0,savings,24.0,none,rent,1.0,skilled,1.0,no,yes,good
none,36.0,past_delays,furniture,7678.0,<1000,<7,2.0,female,none,4.0,car,40.0,none,own,2.0,skilled,1.0,yes,yes,good
>=200,6.0,critical,car_new,1343.0,<100,>=7,1.0,male_single,none,4.0,real_estate,46.0,none,own,2.0,skilled,2.0,no,no,good
<0,24.0,critical,business,1382.0,<500,<7,4.0,male_single,none,1.0,real_estate,26.0,none,own,2.0,skilled,1.0,yes,yes,good
none,15.0,ok_til_now,appliances,874.0,unknown,<1,4.0,female,none,1.0,real_estate,24.0,none,own,1.0,skilled,1.0,no,yes,good
<0,12.0,ok_til_now,furniture,3590.0,<100,<4,2.0,male_single,co,2.0,savings,29.0,none,own,1.0,unskilled,2.0,no,yes,good
<200,11.0,critical,car_new,1322.0,>=1000,<4,4.0,female,none,4.0,car,40.0,none,own,2.0,skilled,1.0,no,yes,good
<0,18.0,ok_at_this_bank,television,1940.0,<100,<1,3.0,male_single,co,4.0,unknown,36.0,bank,free,1.0,management,1.0,yes,yes,good
none,36.0,ok_til_now,television,3595.0,<100,>=7,4.0,male_single,none,2.0,car,28.0,none,own,1.0,skilled,1.0,no,yes,good
<0,9.0,ok_til_now,car_new,1422.0,<100,<1,3.0,male_single,none,2.0,unknown,27.0,none,free,1.0,management,1.0,yes,yes,bad
none,30.0,critical,television,6742.0,unknown,<7,2.0,male_single,none,3.0,savings,36.0,none,own,2.0,skilled,1.0,no,yes,good
none,24.0,ok_til_now,car_used,7814.0,<100,<7,3.0,male_single,none,3.0,car,38.0,none,own,1.0,management,1.0,yes,yes,good
none,24.0,ok_til_now,car_used,9277.0,unknown,<4,2.0,male_divorced,none,4.0,unknown,48.0,none,free,1.0,skilled,1.0,yes,yes,good
<200,30.0,critical,car_new,2181.0,unknown,>=7,4.0,male_single,none,4.0,real_estate,36.0,none,own,2.0,skilled,1.0,no,yes,good
none,18.0,critical,television,1098.0,<100,unemployed,4.0,female,none,4.0,car,65.0,none,own,2.0,unemployed,1.0,no,yes,good
<200,24.0,ok_til_now,furniture,4057.0,<100,<7,3.0,male_divorced,none,3.0,car,43.0,none,own,1.0,skilled,1.0,yes,yes,bad
<0,12.0,ok_til_now,education,795.0,<100,<1,4.0,female,none,4.0,savings,53.0,none,own,1.0,skilled,1.0,no,yes,bad
<200,24.0,critical,business,2825.0,unknown,<7,4.0,male_single,none,3.0,unknown,34.0,none,own,2.0,skilled,2.0,yes,yes,good
<200,48.0,ok_til_now,business,15672.0,<100,<4,2.0,male_single,none,2.0,car,23.0,none,own,1.0,skilled,1.0,yes,yes,bad
none,36.0,critical,car_new,6614.0,<100,>=7,4.0,male_single,none,4.0,car,34.0,none,own,2.0,management,1.0,yes,yes,good
none,28.0,ok_at_this_bank,car_used,7824.0,unknown,<1,3.0,male_single,guarantor,4.0,real_estate,40.0,bank,rent,2.0,skilled,2.0,yes,yes,good
<0,27.0,critical,business,2442.0,<100,>=7,4.0,male_single,none,4.0,car,43.0,stores,own,4.0,management,2.0,yes,yes,good
none,15.0,critical,television,1829.0,<100,>=7,4.0,male_single,none,4.0,car,46.0,none,own,2.0,skilled,1.0,yes,yes,good
<0,12.0,critical,car_new,2171.0,<100,<4,4.0,male_single,none,4.0,savings,38.0,bank,own,2.0,unskilled,1.0,no,no,good
<200,36.0,critical,car_used,5800.0,<100,<4,3.0,male_single,none,4.0,car,34.0,none,own,2.0,skilled,1.0,yes,yes,good
none,18.0,critical,television,1169.0,unknown,<4,4.0,male_single,none,3.0,savings,29.0,none,own,2.0,skilled,1.0,yes,yes,good
none,36.0,past_delays,car_used,8947.0,unknown,<7,3.0,male_single,none,2.0,car,31.0,stores,own,1.0,management,2.0,yes,yes,good
<0,21.0,ok_til_now,television,2606.0,<100,<1,4.0,female,none,4.0,savings,28.0,none,rent,1.0,management,1.0,yes,yes,good
none,12.0,critical,furniture,1592.0,>=1000,<7,3.0,female,none,2.0,savings,35.0,none,own,1.0,skilled,1.0,no,no,good
none,15.0,ok_til_now,furniture,2186.0,unknown,<7,1.0,female,none,4.0,real_estate,33.0,bank,rent,1.0,unskilled,1.0,no,yes,good
<0,18.0,ok_til_now,furniture,4153.0,<100,<4,2.0,male_single,co,3.0,car,42.0,none,own,1.0,skilled,1.0,no,yes,bad
<0,16.0,critical,car_new,2625.0,<100,>=7,2.0,male_single,guarantor,4.0,savings,43.0,bank,rent,1.0,skilled,1.0,yes,yes,bad
none,20.0,critical,car_new,3485.0,unknown,<1,2.0,male_divorced,none,4.0,real_estate,44.0,none,own,2.0,skilled,1.0,yes,yes,good
none,36.0,critical,car_used,10477.0,unknown,>=7,2.0,male_single,none,4.0,unknown,42.0,none,free,2.0,skilled,1.0,no,yes,good
none,15.0,ok_til_now,television,1386.0,unknown,<4,4.0,male_married,none,2.0,real_estate,40.0,none,rent,1.0,skilled,1.0,yes,yes,good
none,24.0,ok_til_now,television,1278.0,<100,>=7,4.0,male_single,none,1.0,real_estate,36.0,none,own,1.0,management,1.0,yes,yes,good
<0,12.0,ok_til_now,television,1107.0,<100,<4,2.0,male_single,none,2.0,real_estate,20.0,none,rent,1.0,management,2.0,yes,yes,good
<0,21.0,ok_til_now,car_new,3763.0,unknown,<7,2.0,male_single,co,2.0,real_estate,24.0,none,own,1.0,unskilled,1.0,no,no,good
<200,36.0,ok_til_now,education,3711.0,unknown,<4,2.0,male_married,none,2.0,car,27.0,none,own,1.0,skilled,1.0,no,yes,good
none,15.0,past_delays,car_used,3594.0,<100,<1,1.0,female,none,2.0,savings,46.0,none,own,2.0,unskilled,1.0,no,yes,good
<200,9.0,ok_til_now,car_new,3195.0,unknown,<4,1.0,female,none,2.0,real_estate,33.0,none,own,1.0,unskilled,1.0,no,yes,good
none,36.0,past_delays,television,4454.0,<100,<4,4.0,female,none,4.0,real_estate,34.0,none,own,2.0,skilled,1.0,no,yes,good
<200,24.0,critical,furniture,4736.0,<100,<1,2.0,female,none,4.0,car,25.0,bank,own,1.0,unskilled,1.0,no,yes,bad
<200,30.0,ok_til_now,television,2991.0,unknown,>=7,2.0,female,none,4.0,car,25.0,none,own,1.0,skilled,1.0,no,yes,good
none,11.0,ok_til_now,business,2142.0,>=1000,>=7,1.0,male_divorced,none,2.0,real_estate,28.0,none,own,1.0,skilled,1.0,yes,yes,good
<0,24.0,ok_at_this_bank,business,3161.0,<100,<4,4.0,male_single,none,2.0,savings,31.0,none,rent,1.0,skilled,1.0,yes,yes,bad
<200,48.0,ok,others,18424.0,<100,<4,1.0,female,none,2.0,savings,32.0,bank,own,1.0,management,1.0,yes,no,bad
none,10.0,ok_til_now,car_used,2848.0,<500,<4,1.0,male_single,co,2.0,real_estate,32.0,none,own,1.0,skilled,2.0,no,yes,good
<0,6.0,ok_til_now,car_new,14896.0,<100,>=7,1.0,male_single,none,4.0,unknown,68.0,bank,own,1.0,management,1.0,yes,yes,bad
<0,24.0,ok_til_now,furniture,2359.0,<500,unemployed,1.0,male_divorced,none,1.0,savings,33.0,none,own,1.0,skilled,1.0,no,yes,bad
<0,24.0,ok_til_now,furniture,3345.0,<100,>=7,4.0,male_single,none,2.0,savings,39.0,none,rent,1.0,management,1.0,yes,yes,bad
none,18.0,critical,furniture,1817.0,<100,<4,4.0,female,none,2.0,unknown,28.0,none,own,2.0,skilled,1.0,no,yes,good
none,48.0,past_delays,television,12749.0,<1000,<7,4.0,male_single,none,1.0,car,37.0,none,own,1.0,management,1.0,yes,yes,good
<0,9.0,ok_til_now,television,1366.0,<100,<1,3.0,female,none,4.0,savings,22.0,none,rent,1.0,skilled,1.0,no,yes,bad
<200,12.0,ok_til_now,car_new,2002.0,<100,<7,3.0,male_single,none,4.0,savings,30.0,none,rent,1.0,skilled,2.0,yes,yes,good
<0,24.0,ok_at_this_bank,furniture,6872.0,<100,<1,2.0,male_divorced,none,1.0,savings,55.0,bank,own,1.0,skilled,1.0,yes,yes,bad
<0,12.0,ok_at_this_bank,car_new,697.0,<100,<1,4.0,male_single,none,2.0,car,46.0,bank,own,2.0,skilled,1.0,yes,yes,bad
<0,18.0,critical,furniture,1049.0,<100,<1,4.0,female,none,4.0,savings,21.0,none,rent,1.0,skilled,1.0,no,yes,good
<0,48.0,ok_til_now,car_used,10297.0,<100,<7,4.0,male_single,none,4.0,unknown,39.0,stores,free,3.0,skilled,2.0,yes,yes,bad
none,30.0,ok_til_now,television,1867.0,unknown,>=7,4.0,male_single,none,4.0,car,58.0,none,own,1.0,skilled,1.0,yes,yes,good
<0,12.0,past_delays,car_new,1344.0,<100,<4,4.0,male_single,none,2.0,real_estate,43.0,none,own,2.0,unskilled,2.0,no,yes,good
<0,24.0,ok_til_now,furniture,1747.0,<100,<1,4.0,male_single,co,1.0,savings,24.0,none,own,1.0,unskilled,1.0,no,no,good
<200,9.0,ok_til_now,television,1670.0,<100,<1,4.0,female,none,2.0,car,22.0,none,own,1.0,skilled,1.0,yes,yes,bad
none,9.0,critical,car_new,1224.0,<100,<4,3.0,male_single,none,1.0,real_estate,30.0,none,own,2.0,skilled,1.0,no,yes,good
none,12.0,critical,television,522.0,<1000,>=7,4.0,male_single,none,4.0,savings,42.0,none,own,2.0,skilled,2.0,yes,yes,good
<0,12.0,ok_til_now,television,1498.0,<100,<4,4.0,female,none,1.0,car,23.0,bank,own,1.0,skilled,1.0,no,yes,good
<200,30.0,past_delays,television,1919.0,<500,<1,4.0,male_single,none,3.0,unknown,30.0,stores,own,2.0,management,1.0,no,yes,bad
>=200,9.0,ok_til_now,television,745.0,<100,<4,3.0,female,none,2.0,real_estate,28.0,none,own,1.0,unskilled,1.0,no,yes,bad
<200,6.0,ok_til_now,television,2063.0,<100,<1,4.0,male_married,none,3.0,car,30.0,none,rent,1.0,management,1.0,yes,yes,good
<200,60.0,ok_til_now,education,6288.0,<100,<4,4.0,male_single,none,4.0,unknown,42.0,none,free,1.0,skilled,1.0,no,yes,bad
none,24.0,critical,car_used,6842.0,unknown,<4,2.0,male_single,none,4.0,savings,46.0,none,own,2.0,management,2.0,yes,yes,good
none,12.0,ok_til_now,car_new,3527.0,unknown,<1,2.0,male_single,none,3.0,savings,45.0,none,own,1.0,management,2.0,yes,yes,good
none,10.0,ok_til_now,car_new,1546.0,<100,<4,3.0,male_single,none,2.0,real_estate,31.0,none,own,1.0,unskilled,2.0,no,no,good
none,24.0,ok_til_now,furniture,929.0,unknown,<7,4.0,male_single,none,2.0,car,31.0,stores,own,1.0,skilled,1.0,yes,yes,good
none,4.0,critical,car_new,1455.0,<100,<7,2.0,male_single,none,1.0,real_estate,42.0,none,own,3.0,unskilled,2.0,no,yes,good
<0,15.0,ok_til_now,furniture,1845.0,<100,<1,4.0,female,guarantor,1.0,savings,46.0,none,rent,1.0,skilled,1.0,no,yes,good
<200,48.0,ok,car_new,8358.0,<1000,<1,1.0,female,none,1.0,car,30.0,none,own,2.0,skilled,1.0,no,yes,good
<0,24.0,ok_at_this_bank,furniture,3349.0,<1000,<1,4.0,male_single,none,4.0,unknown,30.0,none,free,1.0,skilled,2.0,yes,yes,bad
none,12.0,ok_til_now,car_new,2859.0,unknown,unemployed,4.0,male_single,none,4.0,unknown,38.0,none,own,1.0,management,1.0,yes,yes,good
none,18.0,ok_til_now,furniture,1533.0,<100,<1,4.0,male_married,co,1.0,savings,43.0,none,own,1.0,unskilled,2.0,no,yes,bad
none,24.0,ok_til_now,television,3621.0,<500,>=7,2.0,male_single,none,4.0,car,31.0,none,own,2.0,skilled,1.0,no,yes,bad
<200,18.0,critical,business,3590.0,<100,unemployed,3.0,male_married,none,3.0,car,40.0,none,own,3.0,unemployed,2.0,yes,yes,good
<0,36.0,past_delays,business,2145.0,<100,<7,2.0,male_single,none,1.0,car,24.0,none,own,2.0,skilled,1.0,yes,yes,bad
<200,24.0,ok_til_now,car_used,4113.0,<1000,<1,3.0,female,none,4.0,car,28.0,none,rent,1.0,skilled,1.0,no,yes,bad
none,36.0,ok_til_now,furniture,10974.0,<100,unemployed,4.0,female,none,2.0,car,26.0,none,own,2.0,management,1.0,yes,yes,bad
<0,12.0,ok_til_now,car_new,1893.0,<100,<4,4.0,female,guarantor,4.0,savings,29.0,none,own,1.0,skilled,1.0,yes,yes,good
<0,24.0,critical,television,1231.0,>=1000,>=7,4.0,female,none,4.0,savings,57.0,none,rent,2.0,management,1.0,yes,yes,good
>=200,30.0,critical,television,3656.0,unknown,>=7,4.0,male_single,none,4.0,savings,49.0,stores,own,2.0,unskilled,1.0,no,yes,good
<200,9.0,critical,television,1154.0,<100,>=7,2.0,male_single,none,4.0,real_estate,37.0,none,own,3.0,unskilled,1.0,no,yes,good
<0,28.0,ok_til_now,car_new,4006.0,<100,<4,3.0,male_single,none,2.0,car,45.0,none,own,1.0,unskilled,1.0,no,yes,bad
